Crop,Area,Production,Yield
Rice,119.29,377.6,3165.4
Rice,84.7,239.9,2832.35
Rice,63.92,206.75,3234.51
Rice,111.25,416.39,3742.83
Rice,141.22,483.86,3426.29
Rice,133.17,448.38,3366.97
Rice,84.8,287.75,3393.28
Rice,138.88,465.22,3349.8
Rice,148.53,491.44,3308.69
Rice,156.47,532.01,3400.08
Rice,151.32,516.96,3416.34
Rice,120.43,395.38,3283.07
Rice,129.79,456.33,3515.91
Rice,138.71,504.16,3634.63
Rice,99.56,371.56,3732.02
Rice,78.72,252.25,3204.37
Rice,65.99,248.3,3762.79
Rice,25.3,68.7,2715.42
Rice,25.3,58.1,2296.44
Rice,29.6,97.7,3300.68
Rice,30.8,105.9,3438.31
Rice,31.0,71.5,2306.45
Rice,31.3,66.8,2134.19
Rice,31.7,85.7,2703.47
Rice,27.0,62.8,2325.93
Rice,34.0,85.0,2500.0
Rice,29.0,71.0,2448.28
Rice,43.1,95.6,2218.1
Rice,37.9,88.6,2337.73
Rice,42.39,124.12,2928.05
Rice,42.1,110.15,2616.39
Rice,49.3,129.32,2623.12
Rice,53.49,141.17,2639.18
Rice,58.9,144.29,2449.75
Rice,54.96,158.38,2881.73
Rice,55.91,168.7,3017.35
Rice,57.69,162.3,2813.31
Rice,68.85,224.69,3263.47
Rice,79.35,256.8,3236.29
Rice,84.1,274.0,3258.03
Rice,83.81,254.12,3032.1
Rice,71.3,233.18,3270.41
Rice,55.97,217.89,3892.98
Rice,66.81,247.53,3704.98
Rice,102.81,329.39,3203.87
Rice,105.92,348.07,3286.16
Rice,117.85,416.63,3535.26
Rice,122.72,441.87,3600.64
Rice,120.41,380.92,3163.52
Rice,130.68,462.98,3542.85
Rice,116.17,410.63,3534.73
Rice,109.15,387.78,3552.73
Rice,110.55,418.62,3786.7
Rice,118.64,408.13,3440.07
Rice,93.67,341.44,3645.14
Rice,87.01,337.8,3882.34
Rice,101.93,388.34,3809.74
Rice,77.3,80.8,1045.28
Rice,77.3,75.1,971.54
Rice,77.7,186.8,2404.12
Rice,82.3,171.8,2087.48
Rice,87.9,121.8,1385.67
Rice,83.6,98.0,1172.25
Rice,92.5,149.0,1610.81
Rice,95.9,38.8,404.59
Rice,87.0,56.0,643.68
Rice,77.0,41.0,532.47
Rice,69.8,93.2,1335.24
Rice,82.0,43.8,534.15
Rice,82.33,64.99,789.38
Rice,85.73,120.54,1406.04
Rice,89.56,134.15,1497.88
Rice,97.98,90.95,928.25
Rice,99.51,168.53,1693.6
Rice,95.11,109.98,1156.35
Rice,92.84,94.19,1014.54
Rice,92.14,109.62,1189.71
Rice,93.05,121.63,1307.15
Rice,97.11,138.0,1421.07
Rice,97.3,176.0,1808.84
Rice,98.48,42.49,431.46
Rice,97.28,38.9,399.88
Rice,67.97,40.88,601.44
Rice,62.48,79.03,1264.88
Rice,57.25,122.68,2142.88
Rice,66.51,117.95,1773.42
Rice,69.81,154.93,2219.31
Rice,86.41,102.5,1186.21
Rice,78.97,95.47,1208.94
Rice,81.43,133.81,1643.25
Rice,77.22,137.78,1784.25
Rice,79.78,74.7,936.32
Rice,73.73,155.57,2110.0
Rice,68.9,157.35,2283.74
Rice,70.59,67.57,957.22
Rice,59.82,56.76,948.88
Rice,52.59,74.86,1423.5
Rice,52.9,54.3,1026.47
Rice,53.4,75.9,1421.35
Rice,56.5,87.8,1553.98
Rice,55.9,86.8,1552.77
Rice,61.9,87.8,1418.42
Rice,61.1,65.5,1072.01
Rice,67.7,99.0,1462.33
Rice,66.7,71.2,1067.47
Rice,67.0,84.0,1253.73
Rice,65.0,71.0,1092.31
Rice,62.1,118.0,1900.16
Rice,63.0,97.5,1547.62
Rice,61.41,76.34,1243.12
Rice,57.94,106.8,1843.29
Rice,64.43,111.05,1723.58
Rice,74.75,130.13,1740.87
Rice,62.04,99.83,1609.12
Rice,63.01,72.73,1154.26
Rice,62.52,100.53,1607.97
Rice,63.77,91.79,1439.39
Rice,62.73,114.15,1819.7
Rice,63.45,119.69,1886.37
Rice,63.8,105.0,1645.77
Rice,63.74,56.55,887.2
Rice,66.01,38.28,579.91
Rice,68.13,49.28,723.32
Rice,71.34,115.57,1619.99
Rice,66.83,145.98,2184.35
Rice,67.06,99.25,1480.02
Rice,69.42,100.52,1448.0
Rice,71.24,93.41,1311.2
Rice,71.89,84.04,1169.01
Rice,68.47,135.88,1984.52
Rice,68.31,132.5,1939.69
Rice,63.7,95.08,1492.62
Rice,58.67,123.84,2110.79
Rice,59.94,176.69,2947.78
Rice,61.23,40.8,666.34
Rice,65.59,123.76,1886.84
Rice,64.58,148.63,2301.29
Rice,4.1,4.3,1048.78
Rice,2.0,2.1,1050.0
Rice,2.8,5.2,1857.14
Rice,3.5,6.4,1828.57
Rice,2.8,3.2,1142.86
Rice,3.1,3.2,1032.26
Rice,0.6,0.7,1166.67
Rice,1.2,0.9,750.0
Rice,2.0,1.0,500.0
Rice,2.0,1.0,500.0
Rice,1.8,2.3,1277.78
Rice,1.9,1.7,894.74
Rice,1.89,1.86,984.13
Rice,1.79,2.41,1346.37
Rice,1.38,2.07,1500.0
Rice,0.84,0.85,1011.9
Rice,0.76,1.32,1736.84
Rice,0.53,0.69,1301.89
Rice,0.47,0.66,1404.26
Rice,0.45,0.64,1422.22
Rice,0.59,0.86,1457.63
Rice,0.5,0.71,1420.0
Rice,0.4,1.0,2500.0
Rice,0.18,0.44,2444.44
Rice,0.15,0.27,1800.0
Rice,0.13,0.25,1923.08
Rice,0.09,0.23,2555.56
Rice,0.28,0.71,2535.71
Rice,0.16,0.43,2687.5
Rice,0.09,0.26,2888.89
Rice,0.1,0.31,3100.0
Rice,0.16,0.46,2875.0
Rice,0.21,0.59,2809.52
Rice,0.18,0.47,2611.11
Rice,0.15,0.38,2533.33
Rice,0.1,0.31,3100.0
Rice,0.08,0.23,2875.0
Rice,0.08,0.23,2875.0
Rice,0.03,0.09,2774.19
Rice,0.03,0.09,2866.67
Rice,9.3,18.2,1956.99
Rice,9.9,16.7,1686.87
Rice,12.0,30.5,2541.67
Rice,11.7,29.5,2521.37
Rice,12.2,15.0,1229.51
Rice,8.1,14.2,1753.09
Rice,14.7,31.8,2163.27
Rice,13.8,12.3,891.3
Rice,9.2,5.4,586.96
Rice,13.0,10.4,800.0
Rice,13.6,10.0,735.29
Rice,17.6,11.5,653.41
Rice,19.71,19.17,972.6
Rice,21.29,8.35,392.2
Rice,18.01,14.37,797.89
Rice,15.66,9.54,609.2
Rice,12.59,3.28,260.52
Rice,10.22,10.51,1028.38
Rice,9.91,8.43,850.66
Rice,9.39,6.11,650.69
Rice,9.59,5.83,607.92
Rice,10.03,8.38,835.49
Rice,11.5,10.0,869.57
Rice,11.25,9.09,808.0
Rice,10.11,5.71,564.79
Rice,8.77,3.54,403.65
Rice,8.0,3.49,436.25
Rice,7.55,4.24,561.59
Rice,7.14,4.56,638.66
Rice,6.84,4.27,624.27
Rice,5.5,4.09,743.64
Rice,5.04,3.86,765.87
Rice,4.93,3.87,784.99
Rice,6.49,4.46,687.21
Rice,4.94,4.88,987.85
Rice,3.57,5.54,1551.82
Rice,2.06,1.99,966.02
Rice,1.55,1.32,851.61
Rice,0.52,0.63,1198.1
Rice,1.02,1.9,1864.44
Rice,56.2,132.3,2354.09
Rice,52.3,103.3,1975.14
Rice,73.5,282.6,3844.9
Rice,80.3,284.0,3536.74
Rice,82.7,105.3,1273.28
Rice,71.7,136.7,1906.56
Rice,85.1,195.0,2291.42
Rice,59.8,140.7,2352.84
Rice,79.0,239.0,3025.32
Rice,68.0,189.0,2779.41
Rice,105.8,251.3,2375.24
Rice,84.9,198.5,2338.04
Rice,110.06,285.01,2589.59
Rice,124.7,355.53,2851.08
Rice,145.71,403.75,2770.91
Rice,163.59,450.75,2755.36
Rice,145.04,405.57,2796.26
Rice,147.65,470.65,3187.61
Rice,158.42,445.33,2811.07
Rice,172.18,477.63,2774.02
Rice,186.2,628.86,3377.34
Rice,221.31,719.38,3250.55
Rice,215.0,699.0,3251.16
Rice,196.49,605.72,3082.7
Rice,130.36,453.86,3481.59
Rice,122.23,392.67,3212.55
Rice,170.45,534.99,3138.69
Rice,257.05,698.79,2718.5
Rice,213.97,655.51,3063.56
Rice,235.42,743.07,3156.36
Rice,240.15,786.48,3274.95
Rice,250.4,737.75,2946.29
Rice,252.89,787.56,3114.24
Rice,218.77,660.4,3018.7
Rice,228.59,735.3,3216.68
Rice,254.24,836.0,3288.23
Rice,237.74,733.65,3085.93
Rice,166.0,527.46,3177.47
Rice,169.29,631.06,3727.77
Rice,167.4,546.61,3265.36
Rice,13.0,18.6,1430.77
Rice,12.2,21.1,1729.51
Rice,12.7,28.8,2267.72
Rice,13.3,31.8,2390.98
Rice,13.7,22.4,1635.04
Rice,16.5,28.9,1751.52
Rice,17.5,38.3,2188.57
Rice,18.7,26.8,1433.16
Rice,18.0,25.0,1388.89
Rice,14.0,24.0,1714.29
Rice,17.1,29.9,1748.54
Rice,17.8,27.3,1533.71
Rice,18.48,26.65,1442.1
Rice,20.08,24.69,1229.58
Rice,10.7,9.21,860.75
Rice,14.14,22.04,1558.7
Rice,7.21,9.12,1264.91
Rice,11.04,25.63,2321.56
Rice,14.86,33.22,2235.53
Rice,9.07,17.93,1976.85
Rice,22.2,41.34,1862.16
Rice,20.01,43.13,2155.42
Rice,32.2,61.0,1894.41
Rice,41.63,65.55,1574.59
Rice,47.61,101.51,2132.12
Rice,65.69,189.42,2883.54
Rice,77.41,252.18,3257.72
Rice,90.14,249.49,2767.81
Rice,87.24,188.81,2164.26
Rice,90.81,223.25,2458.43
Rice,92.74,216.61,2335.67
Rice,79.47,180.69,2273.69
Rice,100.31,205.31,2046.76
Rice,73.06,139.12,1904.19
Rice,67.09,90.94,1355.49
Rice,74.68,147.94,1980.99
Rice,87.77,225.47,2568.87
Rice,53.56,108.01,2016.62
Rice,96.88,322.59,3329.87
Rice,113.28,362.88,3203.49
Rice,148.6,239.6,1612.38
Rice,149.9,240.1,1601.73
Rice,146.6,380.0,2592.09
Rice,148.6,387.4,2607.0
Rice,148.2,255.8,1726.05
Rice,149.0,266.1,1785.91
Rice,153.2,279.9,1827.02
Rice,155.8,292.2,1875.48
Rice,155.0,282.0,1819.35
Rice,149.0,270.0,1812.08
Rice,151.1,277.4,1835.87
Rice,151.6,273.4,1803.43
Rice,152.4,278.4,1826.77
Rice,150.68,267.01,1772.03
Rice,149.74,279.19,1864.5
Rice,148.19,280.28,1891.36
Rice,145.51,272.91,1875.54
Rice,144.34,271.83,1883.26
Rice,142.07,278.4,1959.6
Rice,138.74,269.23,1940.54
Rice,137.35,263.32,1917.15
Rice,136.09,260.07,1911.01
Rice,130.1,264.0,2029.21
Rice,127.62,274.29,2149.27
Rice,123.04,259.82,2111.67
Rice,121.2,317.85,2622.52
Rice,121.13,318.84,2632.21
Rice,119.4,285.86,2394.14
Rice,119.19,292.41,2453.31
Rice,117.95,275.29,2333.96
Rice,116.88,274.39,2347.62
Rice,112.41,262.34,2333.78
Rice,110.97,261.18,2353.61
Rice,110.5,268.07,2425.97
Rice,105.81,268.86,2540.97
Rice,106.93,288.23,2695.5
Rice,101.9,270.35,2653.09
Rice,98.3,253.36,2577.42
Rice,87.13,247.02,2835.18
Rice,80.26,233.13,2904.74
Rice,88.4,146.7,1659.5
Rice,88.0,141.6,1609.09
Rice,87.8,214.4,2441.91
Rice,88.5,152.1,1718.64
Rice,88.0,163.3,1855.68
Rice,88.4,157.3,1779.41
Rice,89.9,160.9,1789.77
Rice,88.3,151.1,1711.21
Rice,86.0,112.0,1302.33
Rice,89.0,112.0,1258.43
Rice,83.1,143.5,1726.84
Rice,85.2,131.4,1542.25
Rice,84.6,152.81,1806.26
Rice,85.52,146.47,1712.7
Rice,90.79,162.74,1792.49
Rice,92.9,169.33,1822.71
Rice,87.72,169.6,1933.42
Rice,87.67,160.97,1836.09
Rice,90.65,154.19,1700.94
Rice,90.31,137.89,1526.85
Rice,89.87,157.04,1747.41
Rice,88.73,148.6,1674.74
Rice,90.5,158.0,1745.86
Rice,85.01,94.52,1111.87
Rice,86.14,103.59,1202.58
Rice,83.57,137.73,1648.08
Rice,82.2,150.98,1836.74
Rice,82.31,166.65,2024.66
Rice,81.18,163.02,2008.13
Rice,80.98,163.29,2016.42
Rice,80.49,122.44,1521.18
Rice,80.27,155.25,1934.1
Rice,79.02,150.72,1907.37
Rice,75.75,155.4,2051.49
Rice,74.28,150.07,2020.33
Rice,69.97,170.32,2434.19
Rice,68.51,152.7,2228.87
Rice,67.34,111.64,1657.86
Rice,66.67,130.86,1962.86
Rice,62.87,124.24,1976.12
Rice,49.0,97.7,1993.88
Rice,48.0,118.6,2470.83
Rice,41.5,128.6,3098.8
Rice,44.8,98.2,2191.96
Rice,45.1,98.7,2188.47
Rice,45.6,95.0,2083.33
Rice,44.5,100.6,2260.67
Rice,42.5,96.6,2272.94
Rice,44.3,96.7,2182.84
Rice,35.6,61.4,1724.72
Rice,44.1,73.5,1666.67
Rice,45.6,97.0,2127.19
Rice,45.27,98.34,2172.3
Rice,44.72,106.72,2386.4
Rice,45.09,105.95,2349.74
Rice,44.86,94.54,2107.45
Rice,44.25,111.08,2510.28
Rice,40.78,96.96,2377.64
Rice,39.22,87.64,2234.57
Rice,40.33,90.04,2232.58
Rice,40.67,85.14,2093.44
Rice,36.44,83.99,2304.88
Rice,37.0,85.0,2297.3
Rice,36.26,90.53,2496.69
Rice,35.35,69.97,1979.35
Rice,36.11,72.18,1998.89
Rice,37.23,89.29,2398.33
Rice,35.31,81.22,2300.2
Rice,34.62,85.32,2464.47
Rice,37.2,95.48,2566.67
Rice,35.36,84.78,2397.62
Rice,34.84,85.14,2443.74
Rice,35.44,93.45,2636.85
Rice,34.22,93.23,2724.43
Rice,31.37,77.78,2479.44
Rice,32.03,92.21,2878.86
Rice,30.96,86.9,2806.85
Rice,28.34,76.49,2699.01
Rice,27.93,67.9,2431.41
Rice,27.17,64.26,2364.95
Rice,366.5,617.6,1685.13
Rice,353.2,626.1,1772.65
Rice,266.8,433.8,1625.94
Rice,286.0,514.2,1797.9
Rice,188.0,268.0,1425.53
Rice,272.2,508.3,1867.38
Rice,321.0,581.0,1809.97
Rice,326.3,793.8,2432.73
Rice,222.0,597.0,2689.19
Rice,238.0,589.0,2474.79
Rice,232.5,682.9,2937.2
Rice,256.0,807.4,3153.91
Rice,231.96,743.65,3205.94
Rice,264.41,894.59,3383.34
Rice,237.07,729.92,3078.92
Rice,290.0,883.0,3044.83
Rice,260.71,850.76,3263.24
Rice,252.33,765.19,3032.5
Rice,262.45,778.75,2967.23
Rice,266.59,940.47,3527.78
Rice,270.01,993.57,3679.75
Rice,255.87,916.25,3580.92
Rice,225.92,764.8,3385.27
Rice,229.58,800.55,3487.02
Rice,185.18,557.61,3011.18
Rice,172.06,491.18,2854.7
Rice,168.4,507.0,3010.69
Rice,211.71,565.46,2670.92
Rice,192.78,713.6,3701.63
Rice,170.07,631.14,3711.06
Rice,173.11,645.07,3726.36
Rice,171.96,587.72,3417.77
Rice,178.96,628.84,3513.86
Rice,169.64,708.45,4176.2
Rice,156.12,645.34,4133.62
Rice,181.39,843.36,4649.43
Rice,158.23,716.1,4525.69
Rice,199.14,748.5,3758.66
Rice,169.58,585.18,3450.65
Rice,193.22,807.43,4178.74
Rice,331.8,686.4,2068.72
Rice,352.8,729.2,2066.89
Rice,229.0,427.1,1865.07
Rice,266.6,687.9,2580.27
Rice,132.0,226.0,1712.12
Rice,233.7,479.3,2050.92
Rice,325.0,754.0,2320.0
Rice,302.7,952.8,3147.67
Rice,252.0,920.0,3650.79
Rice,254.0,792.0,3118.11
Rice,196.1,637.8,3252.42
Rice,230.3,807.9,3508.03
Rice,179.94,611.61,3398.97
Rice,233.31,827.59,3547.17
Rice,241.88,780.58,3227.14
Rice,252.0,625.0,2480.16
Rice,241.3,866.32,3590.22
Rice,225.64,747.27,3311.78
Rice,302.64,776.49,2565.72
Rice,294.79,924.47,3136.03
Rice,285.62,1010.68,3538.55
Rice,272.48,1001.43,3675.24
Rice,267.83,930.36,3473.7
Rice,263.94,963.94,3652.12
Rice,182.97,523.0,2858.39
Rice,179.44,552.41,3078.52
Rice,278.3,841.55,3023.9
Rice,282.73,730.28,2582.96
Rice,250.22,888.49,3550.84
Rice,248.2,815.45,3285.46
Rice,254.46,675.02,2652.75
Rice,259.97,790.79,3041.85
Rice,265.75,813.52,3061.22
Rice,250.84,719.86,2869.8
Rice,227.55,735.82,3233.66
Rice,297.93,1362.57,4573.46
Rice,306.16,1474.55,4816.27
Rice,322.29,1280.44,3972.94
Rice,314.21,1233.22,3924.87
Rice,294.85,1267.83,4299.84
Rice,294.8,642.5,2179.44
Rice,307.4,670.5,2181.2
Rice,135.8,250.4,1843.89
Rice,173.0,408.0,2358.38
Rice,79.0,146.0,1848.1
Rice,246.1,555.6,2257.62
Rice,254.0,521.0,2051.18
Rice,255.1,621.1,2434.73
Rice,147.0,397.0,2700.68
Rice,156.0,448.0,2871.79
Rice,143.8,427.4,2972.18
Rice,87.8,286.9,3267.65
Rice,87.89,265.39,3019.57
Rice,177.34,550.09,3101.89
Rice,140.43,319.42,2274.59
Rice,168.0,442.0,2630.95
Rice,160.8,490.49,3050.31
Rice,161.97,431.41,2663.52
Rice,233.39,644.58,2761.82
Rice,213.83,642.59,3005.14
Rice,223.38,780.27,3493.02
Rice,147.26,520.19,3532.46
Rice,134.08,458.66,3420.79
Rice,182.8,605.09,3310.12
Rice,70.16,205.31,2926.31
Rice,101.63,306.62,3017.02
Rice,146.22,420.64,2876.76
Rice,200.9,560.98,2792.33
Rice,153.15,495.24,3233.69
Rice,156.48,534.28,3414.37
Rice,149.31,489.81,3280.49
Rice,144.95,460.81,3179.1
Rice,168.71,510.52,3026.02
Rice,101.93,453.75,4451.58
Rice,127.48,478.31,3752.04
Rice,122.0,551.9,4523.77
Rice,129.71,633.96,4887.52
Rice,190.65,752.96,3949.44
Rice,183.45,737.75,4021.55
Rice,216.65,959.42,4428.49
Rice,124.9,245.3,1963.97
Rice,130.0,274.0,2107.69
Rice,86.3,168.7,1954.81
Rice,123.1,282.9,2298.13
Rice,65.0,127.0,1953.85
Rice,105.0,250.1,2381.9
Rice,85.0,202.0,2376.47
Rice,73.9,208.0,2814.61
Rice,99.0,310.0,3131.31
Rice,99.0,334.0,3373.74
Rice,100.0,329.9,3299.0
Rice,101.8,326.2,3204.32
Rice,60.31,197.22,3270.1
Rice,144.42,474.36,3284.59
Rice,104.16,310.95,2985.31
Rice,131.0,416.0,3175.57
Rice,118.98,423.84,3562.28
Rice,113.71,405.4,3565.21
Rice,130.33,448.19,3438.89
Rice,134.85,491.02,3641.23
Rice,135.12,563.6,4171.11
Rice,124.66,509.37,4086.07
Rice,123.33,485.65,3937.81
Rice,121.92,491.42,4030.68
Rice,50.65,152.16,3004.15
Rice,37.07,106.82,2881.58
Rice,67.88,209.24,3082.5
Rice,107.16,349.33,3259.89
Rice,81.65,284.6,3485.61
Rice,67.7,235.45,3477.84
Rice,78.83,317.71,4030.32
Rice,71.87,297.07,4133.44
Rice,86.56,365.08,4217.65
Rice,83.06,380.75,4584.04
Rice,48.23,199.06,4127.31
Rice,85.72,423.97,4945.99
Rice,67.32,345.33,5129.68
Rice,92.85,434.67,4681.42
Rice,80.0,374.14,4676.96
Rice,73.11,360.43,4929.77
Rice,113.2,252.4,2229.68
Rice,124.3,304.0,2445.7
Rice,115.0,293.5,2552.17
Rice,115.2,297.0,2578.13
Rice,91.0,263.0,2890.11
Rice,108.6,285.7,2630.76
Rice,114.0,334.0,2929.82
Rice,57.8,217.0,3754.33
Rice,91.0,374.0,4109.89
Rice,47.0,182.0,3872.34
Rice,88.5,276.5,3124.29
Rice,97.4,329.1,3378.85
Rice,86.6,235.3,2717.09
Rice,97.4,288.85,2965.61
Rice,125.28,385.59,3077.83
Rice,121.0,390.0,3223.14
Rice,111.33,361.49,3247.01
Rice,69.39,122.52,1765.67
Rice,99.57,281.21,2824.24
Rice,107.0,300.48,2808.22
Rice,111.27,356.9,3207.51
Rice,116.99,424.86,3631.59
Rice,108.9,373.12,3426.26
Rice,94.05,257.8,2741.1
Rice,83.02,180.53,2174.54
Rice,83.42,157.24,1884.92
Rice,101.27,301.73,2979.46
Rice,103.4,253.24,2449.13
Rice,99.59,308.0,3092.68
Rice,95.15,184.01,1933.89
Rice,104.49,194.89,1865.15
Rice,104.1,223.42,2146.21
Rice,101.47,242.76,2392.48
Rice,100.52,369.22,3672.92
Rice,85.87,248.58,2894.67
Rice,78.57,151.73,1931.27
Rice,74.8,320.06,4278.88
Rice,80.98,291.01,3593.32
Rice,70.87,265.71,3749.48
Rice,90.17,195.35,2166.46
Rice,262.5,569.3,2168.76
Rice,269.8,471.2,1746.48
Rice,200.8,320.2,1594.62
Rice,236.9,508.7,2147.32
Rice,132.9,225.1,1693.75
Rice,225.9,402.2,1780.43
Rice,208.8,505.5,2420.98
Rice,162.2,443.2,2732.43
Rice,173.0,489.0,2826.59
Rice,164.0,498.0,3036.59
Rice,136.5,452.7,3316.48
Rice,157.7,562.3,3565.63
Rice,136.38,487.96,3578.0
Rice,165.23,611.32,3699.78
Rice,194.22,665.16,3424.86
Rice,184.28,627.16,3403.3
Rice,183.77,670.11,3646.47
Rice,161.83,521.87,3224.91
Rice,167.59,558.87,3334.67
Rice,175.44,607.81,3464.6
Rice,181.15,708.33,3910.11
Rice,193.86,791.17,4081.07
Rice,193.19,749.95,3881.85
Rice,170.91,630.4,3688.49
Rice,111.82,303.61,2715.18
Rice,89.95,241.47,2684.55
Rice,164.48,515.24,3132.58
Rice,173.54,521.63,3005.87
Rice,153.61,572.58,3727.38
Rice,137.92,476.5,3454.82
Rice,154.76,576.85,3727.25
Rice,147.36,576.62,3912.95
Rice,150.38,598.76,3981.63
Rice,144.77,638.76,4412.36
Rice,85.54,259.44,3032.89
Rice,115.8,589.95,5094.65
Rice,125.77,609.89,4849.1
Rice,137.32,601.54,4380.47
Rice,123.55,529.5,4285.73
Rice,99.63,476.51,4782.99
Rice,635.8,1361.9,2142.03
Rice,660.2,1367.4,2071.19
Rice,652.4,1414.7,2168.45
Rice,658.4,1582.5,2403.55
Rice,558.0,1214.9,2177.24
Rice,552.6,975.2,1764.75
Rice,671.2,1541.5,2296.63
Rice,551.1,1290.0,2340.77
Rice,514.0,1394.0,2712.06
Rice,478.0,1328.0,2778.24
Rice,494.3,1557.7,3151.33
Rice,503.1,1575.1,3130.79
Rice,479.98,1492.18,3108.82
Rice,495.8,1666.77,3361.79
Rice,552.55,1845.51,3339.96
Rice,562.72,1280.84,2276.16
Rice,552.22,1933.73,3501.73
Rice,497.37,1290.05,2593.72
Rice,489.47,995.66,2034.17
Rice,526.14,1130.97,2149.54
Rice,521.95,1599.01,3063.55
Rice,535.44,1781.51,3327.21
Rice,551.95,2011.5,3644.38
Rice,551.3,1524.11,2764.57
Rice,413.31,613.79,1485.06
Rice,381.39,786.79,2062.94
Rice,480.07,888.99,1851.78
Rice,483.03,837.03,1732.86
Rice,519.19,1866.86,3595.75
Rice,468.18,1133.67,2421.46
Rice,539.92,855.04,1583.66
Rice,501.16,1400.38,2794.29
Rice,496.12,1140.85,2299.56
Rice,450.12,1813.04,4027.91
Rice,450.22,834.93,1854.48
Rice,507.5,2316.46,4564.48
Rice,543.51,2195.63,4039.75
Rice,548.65,1696.83,3092.72
Rice,541.98,1356.07,2502.07
Rice,520.25,1840.14,3537.05
Rice,158.8,391.9,2467.88
Rice,171.2,434.2,2536.21
Rice,149.1,383.4,2571.43
Rice,160.4,449.0,2799.25
Rice,101.0,197.0,1950.5
Rice,113.5,270.9,2386.78
Rice,139.0,311.0,2237.41
Rice,113.6,343.3,3022.01
Rice,103.0,307.0,2980.58
Rice,139.0,462.0,3323.74
Rice,129.2,512.5,3966.72
Rice,158.1,601.4,3803.92
Rice,141.1,490.11,3473.49
Rice,122.26,436.05,3566.58
Rice,139.81,532.41,3808.1
Rice,150.0,543.0,3620.0
Rice,146.49,633.51,4324.6
Rice,107.65,342.75,3183.93
Rice,127.03,462.58,3641.5
Rice,130.48,512.71,3929.41
Rice,132.93,627.68,4721.88
Rice,129.15,575.0,4452.19
Rice,118.06,513.58,4350.16
Rice,101.66,425.8,4188.47
Rice,73.11,219.83,3006.84
Rice,49.6,152.63,3077.22
Rice,98.04,337.92,3446.76
Rice,110.43,375.08,3396.54
Rice,100.76,412.98,4098.65
Rice,93.54,344.38,3681.63
Rice,101.92,420.18,4122.65
Rice,83.01,360.18,4339.0
Rice,94.77,432.12,4559.67
Rice,99.54,486.75,4889.99
Rice,37.82,143.45,3792.97
Rice,52.0,240.54,4625.77
Rice,73.63,340.08,4618.77
Rice,85.6,354.99,4147.08
Rice,77.18,313.06,4056.26
Rice,36.78,171.29,4656.49
Rice,269.1,334.0,1241.17
Rice,303.3,398.0,1312.23
Rice,261.2,117.1,448.32
Rice,308.3,549.1,1781.06
Rice,240.0,270.0,1125.0
Rice,271.0,398.0,1468.63
Rice,215.0,214.0,995.35
Rice,217.2,210.3,968.23
Rice,206.7,255.5,1236.09
Rice,291.6,602.7,2066.87
Rice,216.6,186.1,859.19
Rice,268.5,429.2,1598.51
Rice,277.39,590.05,2127.15
Rice,244.66,270.31,1104.84
Rice,277.67,590.95,2128.25
Rice,279.0,744.0,2666.67
Rice,281.3,562.38,1999.22
Rice,217.86,87.82,403.1
Rice,243.19,391.4,1609.44
Rice,271.77,814.29,2996.25
Rice,266.29,831.08,3120.96
Rice,250.52,385.13,1537.32
Rice,234.24,528.42,2255.89
Rice,231.16,421.78,1824.62
Rice,237.5,385.79,1624.38
Rice,217.13,114.58,527.7
Rice,241.46,521.23,2158.66
Rice,248.1,538.3,2169.69
Rice,244.55,490.85,2007.16
Rice,228.71,201.91,882.82
Rice,242.13,439.72,1816.05
Rice,237.84,437.7,1840.31
Rice,245.9,536.94,2183.57
Rice,242.4,866.89,3576.28
Rice,210.11,239.34,1139.12
Rice,196.9,148.16,752.46
Rice,201.57,729.45,3618.84
Rice,212.4,593.55,2794.49
Rice,215.67,446.92,2072.3
Rice,217.34,438.45,2017.36
Rice,149.2,403.4,2703.75
Rice,171.1,394.8,2307.42
Rice,156.4,369.9,2365.09
Rice,135.1,330.8,2448.56
Rice,109.0,260.0,2385.32
Rice,111.7,244.0,2184.42
Rice,138.0,331.0,2398.55
Rice,126.0,397.4,3153.97
Rice,77.7,237.4,3055.34
Rice,87.0,241.0,2770.11
Rice,103.7,355.5,3428.16
Rice,108.2,359.0,3317.93
Rice,130.19,534.26,4103.69
Rice,130.93,428.24,3270.76
Rice,130.64,522.47,3999.31
Rice,131.0,496.0,3786.26
Rice,132.48,611.27,4614.05
Rice,102.14,424.77,4158.7
Rice,82.45,325.56,3948.57
Rice,106.69,404.3,3789.48
Rice,113.5,510.33,4496.3
Rice,103.92,469.73,4520.11
Rice,91.91,406.93,4427.48
Rice,82.18,332.91,4050.99
Rice,80.93,330.79,4087.36
Rice,66.01,254.74,3859.11
Rice,103.25,426.85,4134.14
Rice,106.33,390.89,3676.2
Rice,113.26,479.28,4231.68
Rice,101.77,388.68,3819.2
Rice,113.72,482.37,4241.73
Rice,105.54,452.56,4288.04
Rice,99.77,441.26,4422.77
Rice,121.6,441.97,3634.62
Rice,51.63,207.05,4010.27
Rice,74.01,418.44,5653.83
Rice,101.1,517.33,5117.01
Rice,117.07,563.01,4809.17
Rice,48.44,179.75,3710.76
Rice,77.0,355.16,4612.54
Rice,3.4,5.2,1529.41
Rice,3.9,5.6,1435.9
Rice,3.0,4.8,1600.0
Rice,3.3,5.5,1666.67
Rice,3.0,4.0,1333.33
Rice,3.1,3.7,1193.55
